"llid","name","legacy_name","state","max_depth_m","mean_depth_m","source","lake_waterarea_ha","lake_connectivity_permanent","effort","lat","long","source_type","buffer100m_slope_mean"
6855,"Powers Lake",NA,"CT",3.7,NA,"ct_deep_chem_grant_program",59.28802603,"Drainage","LAGOSNE",41.393065,-72.2498,"Misc",8.9063
2717,"Lake Butte des Morts",NA,"WI",2.7432,NA,"wi_dnr_nutrient",3469.599283,"DrainageLk","LAGOSNE",44.069565,-88.635396,"Misc",1.8452
10674,"Gilstad Lake",NA,"MN",16.8,NA,"mn_mpca_secchi",101.7653646,"Drainage","LAGOSNE",47.669344,-94.531157,"Citizen Monitoring",3.6609
10764,"Gerhardt Lake",NA,"MN",4.572,NA,"mn_mpca_secchi",5.129221629,"Isolated","LAGOSNE",44.777613,-93.184824,"Citizen Monitoring",6.135
3434,"Somers Lake",NA,"MN",11.9,NA,"mn_mpca_secchi",174.7209048,"DrainageLk","LAGOSNE",45.270307,-94.026439,"Citizen Monitoring",2.7191
10732,"Lillian Lake",NA,"MN",9.4488,NA,"mn_mpca_secchi",34.81309796,"Drainage","LAGOSNE",47.342814,-93.724228,"Citizen Monitoring",1.651
3494,"Ross Allen Lake",NA,"WI",7.3152,NA,"wi_dnr_nutrient",25.18748375,"Isolated","LAGOSNE",45.967825,-89.956364,"Misc",4.8832
109858,"Woodridge Lake",NA,"CT",1.8,NA,"ct_deep_chem_grant_program",24.37488472,"Drainage","LAGOSNE",41.738733,-72.764828,"Misc",3.5631
3897,"Central Pond",NA,"RI",1.9,NA,"ri_uriww_chem",54.73808681,"DrainageLk","LAGOSNE",41.853481,-71.339702,"Misc",2.9834
2884,NA,NA,"WI",9.144,NA,"wi_dnr_nutrient",2.08106377,"Isolated","LAGOSNE",45.690078,-91.586219,"Misc",NA
109846,"Baddacook Pond",NA,"MA",14.6,NA,NA,29.8612772,"Headwater","LAGOSNE",42.61916,-71.530627,"Misc",2.7956
44125,"Lake Waynoka",NA,"OH",7,NA,NA,119.0799903,"Drainage","LAGOSNE",38.938134,-83.779426,"Misc",3.2764
76883,"Lake Altoona",NA,"PA",12.8,NA,NA,33.47625766,"DrainageLk","LAGOSNE",40.49177,-78.460472,"Misc",12.4501
3856,NA,NA,"MN",25.6,NA,"mn_mpca_chem",29.96834348,"Isolated","LAGOSNE",47.696292,-93.562861,"Misc",3.5354
2733,"Clear Lake",NA,"MN",5.8,NA,"mn_mpca_chem",102.5911041,"Headwater","LAGOSNE",47.901901,-91.632518,"Misc",5.6557
44035,"Canandaigua Lake",NA,"NY",53,NA,NA,4260.667706,"DrainageLk","LAGOSNE",42.778125,-77.307296,"Misc",10.0793
4140,"Sunfish Pond",NA,"NJ",9.1,NA,"nj_dep_chem",15.55959887,"Headwater","LAGOSNE",41.002953,-75.073424,"Government",10.2917
7963,"Quicksand Pond",NA,"RI",2.7,NA,"ri_uriww_chem",162.8316959,"DrainageLk","LAGOSNE",41.507307,-71.129996,"Misc",2.9715
4049,"Henderson Lake",NA,"IN",3.4,NA,"in_clp_depths",9.884731541,"DrainageLk","LAGOSNE",41.447481,-85.276787,"Government",1.1055
3564,"Pier Lake",NA,"WI",3.6576,NA,"wi_dnr_nutrient",107.4899783,"DrainageLk","LAGOSNE",45.735238,-89.980176,"Misc",2.4268
2922,"Nugget Lake",NA,"WI",15.24,NA,"wi_dnr_nutrient",47.37860993,"Drainage","LAGOSNE",44.676417,-92.214874,"Misc",17.2011
77296,"Rabideau Lake",NA,"MN",27.4,NA,"mn_mpca_secchi",264.5480974,"DrainageLk","LAGOSNE",47.638148,-94.520611,"Citizen Monitoring",2.8398
3088,"Seed Lake",NA,"WI",0.3048,NA,"wi_dnr_nutrient",15.20916113,"DrainageLk","LAGOSNE",45.733245,-89.651399,"Misc",6.4454
77010,"Tallman Lake",NA,"MI",3.4,NA,"kendra cheruvelil-undocumented",64.67065824,"Isolated","LAGOSNE",43.990284,-86.106511,"Misc",1.8119
93443,NA,NA,"MO",4.6,NA,NA,23.49367146,"Isolated","LAGOSNE",39.076297,-92.305464,"Misc",5.9645
2858,"Inch Lake",NA,"WI",12.4968,NA,"wi_dnr_nutrient",12.42291519,"Isolated","LAGOSNE",46.498279,-91.346654,"Misc",7.1482
11123,"Pinnacle Lake",NA,"MO",15.1,NA,NA,46.3917803,"Drainage","LAGOSNE",38.831329,-91.42022,"Misc",16.9709
45620,NA,NA,"MO",14.2,NA,NA,6.809050488,"Drainage","LAGOSNE",39.356685,-94.272042,"Misc",8.8542
45592,NA,NA,"MO",6.2,NA,NA,21.33119411,"Drainage","LAGOSNE",40.268325,-92.922871,"Misc",4.465
691,"Echo Lake",NA,"WI",13.716,NA,"wi_dnr_nutrient",9.975359469,"Isolated","LAGOSNE",45.678005,-87.854509,"Misc",4.9426
772,"Finley Lake",NA,"WI",7.9248,NA,"wi_dnr_nutrient",43.84345645,"Isolated","LAGOSNE",45.910269,-89.418208,"Misc",6.5749
1151,"Duck Lake",NA,"WI",5.7912,NA,"wi_dnr_nutrient",48.47860178,"Isolated","LAGOSNE",45.381048,-89.24732,"Misc",2.1223
2243,NA,NA,"NJ",3.1,NA,"nj_dep_chem",6.573386194,"Isolated","LAGOSNE",40.8819,-74.463006,"Government",1.4292
11172,"Peaked Mountain Pond",NA,"ME",10.7,NA,NA,83.94498733,"Drainage","LAGOSNE",44.766904,-67.698951,"Misc",6.6543
11168,"Lower Middle Branch Pond",NA,"ME",2.9,NA,NA,95.48832741,"DrainageLk","LAGOSNE",44.876471,-68.226773,"Misc",2.7153
1436,"North Pipe Lake",NA,"WI",11.2776,NA,"wi_dnr_nutrient",26.08799991,"Drainage","LAGOSNE",45.531457,-92.200111,"Misc",4.4409
110940,"Lake Candlewood",NA,"CT",24.4,NA,"ct_deep_chem_grant_program",2058.153573,"DrainageLk","LAGOSNE",41.501035,-73.455509,"Misc",12.9573
1179,"Saxon Falls Flowage",NA,"WI",3.6576,NA,"wi_dnr_nutrient",23.42347595,"DrainageLk","LAGOSNE",46.539058,-90.367343,"Misc",8.6735
476,"Lily Lake",NA,"MN",1.5,NA,"mn_mpca_chem",56.19436013,"DrainageLk","LAGOSNE",44.114208,-94.222827,"Misc",2.9529
2247,"Willow Lake",NA,"MN",12.2,NA,"mn_mpca_secchi",95.02591885,"Headwater","LAGOSNE",47.153571,-93.772737,"Citizen Monitoring",2.1738
11360,"Island Lake",NA,"MN",18.288,NA,"mn_mpca_secchi",90.01320581,"DrainageLk","LAGOSNE",47.226277,-93.030636,"Citizen Monitoring",5.0423
2257,"Bull Moose Lake",NA,"WI",1.2192,NA,"wi_dnr_nutrient",17.07796579,"Isolated","LAGOSNE",45.35884,-91.286583,"Misc",0.714
1980,NA,NA,"VT",4.572,NA,"vt_dwq_nutrient",8.284793638,"Drainage","LAGOSNE",43.826543,-72.484235,"Government",8.6865
1580,"Curtis Lake",NA,"WI",5.4864,NA,"wi_dnr_nutrient",8.826865061,"Isolated","LAGOSNE",45.884193,-89.771941,"Misc",2.1027
1827,"Lichen Lake",NA,"MN",5.2,NA,"mn_mpca_chem",108.0915058,"Drainage","LAGOSNE",47.842946,-90.72334,"Misc",3.5229
1063,"Oakford Lake",NA,"NJ",1.7,NA,"nj_dep_chem",16.51024311,"DrainageLk","LAGOSNE",40.057972,-74.539863,"Government",3.1557
994,"Mount Hope Pond",NA,"NJ",4.2,NA,"nj_dep_chem",7.301636012,"Headwater","LAGOSNE",40.929826,-74.548419,"Government",6.9603
1565,"Frieda Lake",NA,"WI",10.0584,NA,"wi_dnr_nutrient",26.35077336,"Isolated","LAGOSNE",45.325276,-88.284071,"Misc",3.3784
1394,NA,NA,"WI",3.048,NA,"wi_dnr_nutrient",1.547035311,"DrainageLk","LAGOSNE",45.593258,-88.99757,"Misc",NA
2,"Benton Pond",NA,"MA",6.1,NA,"ma_dfw_bathymetry_maps",24.86589924,"Headwater","LAGOSNE",42.184089,-73.047277,"Misc",7.266
78407,"Devils Lake",NA,"MN",7.6,NA,"mn_mpca_secchi",92.88493147,"DrainageLk","LAGOSNE",45.990825,-95.576099,"Citizen Monitoring",2.53
78419,NA,NA,"MN",2.5,NA,NA,5.010290105,"Headwater","LAGOSNE",44.792587,-93.202826,"Misc",6.4795
45207,"Roland Lake",NA,"MN",6.7056,NA,"mn_mpca_secchi",8.48964785,"Drainage","LAGOSNE",47.460094,-93.612003,"Citizen Monitoring",5.9877
11733,"McAlpine Lake",NA,"MN",4.572,NA,"mn_mpca_secchi",27.0317003,"Headwater","LAGOSNE",47.471782,-93.46324,"Citizen Monitoring",3.6974
991,"Lake Holiday",NA,"IN",11.9,NA,"in_clp_depths",50.21434317,"Drainage","LAGOSNE",39.963821,-86.967945,"Government",6.0376
872,"Gut Lake",NA,"MN",13.1,NA,"mn_mpca_chem",24.1199572,"Headwater","LAGOSNE",46.999697,-94.428975,"Misc",4.0739
11222,"Lake Of Isles",NA,"CT",3,NA,"ct_deep_chem_grant_program",36.93174198,"Drainage","LAGOSNE",41.484876,-71.946614,"Misc",8.1404
11223,"Leonard Pond",NA,"CT",4.6,NA,"ct_deep_chem_grant_program",8.152609881,"Drainage","LAGOSNE",41.705823,-73.474665,"Misc",4.2989
6075,"Fellows Lake",NA,"MO",27.43,NA,"missouri fishing guide; estimated.",324.0249826,"Drainage","LAGOSNE",37.309459,-93.20654,"Misc",5.9947
3320,"Fish Lake",NA,"MN",4.3,NA,"mn_mpca_secchi",375.888286,"Isolated","LAGOSNE",46.357184,-95.930318,"Citizen Monitoring",3.2761
78764,"Cedar Lake",NA,"MN",3.048,NA,"mn_mpca_secchi",31.77692298,"Isolated","LAGOSNE",47.710577,-93.579575,"Citizen Monitoring",1.351
3978,"Long Lake",NA,"MN",35.4,NA,"mn_mpca_secchi",175.6503152,"DrainageLk","LAGOSNE",46.487229,-93.49118,"Citizen Monitoring",4.3357
2440,"Sletten Lake",NA,"MN",12.2,NA,"mn_mpca_chem",9.32134348,"Headwater","LAGOSNE",47.991966,-91.88302,"Misc",3.8766
63,"August Lake",NA,"MN",5.5,NA,NA,75.68277218,"DrainageLk","LAGOSNE",47.763349,-91.608448,"Misc",4.9778
8126,"Roosevelt Lake",NA,"RI",1.7,NA,"ri_uriww_chem",1.519133807,"Isolated","LAGOSNE",41.783508,-71.416839,"Misc",NA
3080,"Petenwell Lake",NA,"WI",13.4112,NA,"wi_dnr_nutrient",9314.766255,"DrainageLk","LAGOSNE",44.144791,-89.95968,"Misc",4.2032
3956,"Halfmoon Pond",NA,"VT",7.62,NA,"vt_dwq_nutrient",9.124885105,"Drainage","LAGOSNE",44.696917,-72.930072,"Government",4.1524
7170,"Lake Idlewild",NA,"PA",5.4864,NA,"pa_dep_chem",27.66626617,"Drainage","LAGOSNE",41.707993,-75.607547,"Government",9.4306
7959,"Anderson Pond",NA,"CT",2.1,NA,"ct_deep_chem_grant_program",19.90154753,"Drainage","LAGOSNE",41.508236,-71.895591,"Misc",6.2292
3983,"Hanson Lake",NA,"MN",19.8,NA,"mn_mpca_chem",7.302832129,"Isolated","LAGOSNE",47.98063,-91.9437,"Misc",8.8557
3526,"Sawbill Lake",NA,"MN",12.2,NA,"mn_mpca_secchi",337.5250426,"DrainageLk","LAGOSNE",47.891751,-90.875735,"Citizen Monitoring",4.1845
3103,"Pike Lake",NA,"MN",12.2,NA,"mn_mpca_secchi",328.2613385,"Drainage","LAGOSNE",47.765797,-90.593636,"Citizen Monitoring",5.1904
45217,"McAvity Lake",NA,"MN",8.8392,NA,"mn_mpca_secchi",56.02103957,"Isolated","LAGOSNE",47.374304,-93.610166,"Citizen Monitoring",4.5883
111068,"Peterson Lake",NA,"MN",4.572,NA,"mn_mpca_secchi",37.87042355,"DrainageLk","LAGOSNE",47.853916,-90.822909,"Citizen Monitoring",2.3671
111783,"North Lake",NA,"MN",3.048,NA,"mn_mpca_secchi",67.24293699,"DrainageLk","LAGOSNE",48.322588,-92.250129,"Citizen Monitoring",9.8752
78747,"Jasper Lake",NA,"MN",7.6,NA,"mn_mpca_secchi",68.05570848,"Headwater","LAGOSNE",47.967822,-91.549485,"Citizen Monitoring",10.0222
2553,"Michael J Kirwan Reservoir",NA,"OH",12.8,NA,NA,1054.110793,"DrainageLk","LAGOSNE",41.142929,-81.129757,"Misc",5.4602
3247,"Mit Lake",NA,"MN",12.8,NA,"mn_mpca_chem",35.63156963,"DrainageLk","LAGOSNE",47.898881,-90.458546,"Misc",6.799
7969,"Worden Pond",NA,"RI",1.9,NA,"ri_uriww_chem",443.9868903,"DrainageLk","LAGOSNE",41.439358,-71.57506,"Misc",1.7331
3123,NA,NA,"IN",5.5,NA,"in_chemistry",2.19867667,"Drainage","LAGOSNE",38.741959,-87.40685,"Misc",NA
4078,NA,NA,"IN",13.1,NA,"in_clp_depths",8.775952242,"DrainageLk","LAGOSNE",39.149923,-87.340319,"Government",2.4635
3568,"Henneman Lake",NA,"WI",18.288,NA,"wi_dnr_nutrient",27.81230292,"Isolated","LAGOSNE",45.257047,-91.371277,"Misc",8.7865
2526,"High Lake",NA,"WI",9.4488,NA,"wi_dnr_nutrient",300.1299956,"Isolated","LAGOSNE",46.157299,-89.549908,"Misc",5.0531
77969,"East Pike Lake",NA,"MN",15.2,NA,"mn_mpca_secchi",221.4923594,"DrainageLk","LAGOSNE",48.078869,-90.111787,"Citizen Monitoring",13.8965
111396,"Sylvan Lake",NA,"MN",7.9,NA,"mn_mpca_secchi",43.96055513,"Isolated","LAGOSNE",46.844471,-94.37564,"Citizen Monitoring",1.96
1587,"Deadman Lake",NA,"WI",6.096,NA,"wi_dnr_nutrient",6.171938986,"Isolated","LAGOSNE",45.978633,-89.448643,"Misc",4.7868
1134,"Colchester Pond",NA,"VT",12.8016,NA,"vt_dwq_nutrient",77.46883176,"Drainage","LAGOSNE",44.553668,-73.119966,"Government",10.1049
4,"Wedge Pond",NA,"MA",5.2,NA,"ma_dfw_bathymetry_maps",9.255881001,"DrainageLk","LAGOSNE",42.454346,-71.140791,"Misc",5.3753
2150,"Helen Lake",NA,"WI",5.7912,NA,"wi_dnr_nutrient",41.36183626,"Drainage","LAGOSNE",46.179949,-89.424053,"Misc",5.494
1703,"Lake Mary",NA,"MN",14,NA,"mn_mpca_secchi",73.73927244,"Isolated","LAGOSNE",44.996098,-94.023453,"Citizen Monitoring",2.1552
79788,"Cherokee Lake",NA,"MN",43.3,NA,"mn_mpca_secchi",344.8433069,"DrainageLk","LAGOSNE",47.963308,-90.798612,"Citizen Monitoring",7.8367
6189,"Prairie Lee Lake",NA,"MO",21.2,NA,NA,58.25695525,"Drainage","LAGOSNE",38.939758,-94.330786,"Misc",6.7924
6698,"Knowlton Pond",NA,"CT",2.1,NA,NA,44.90191955,"Headwater","LAGOSNE",41.840236,-72.196227,"Misc",4.482
1075,"Horseshoe Lake",NA,"MN",2.1,NA,"mn_mpca_chem",37.00790731,"Headwater","LAGOSNE",46.989154,-92.111032,"Misc",1.0897
1626,"Cedar Lake",NA,"WI",3.3528,NA,"wi_dnr_nutrient",6.806540704,"Isolated","LAGOSNE",46.131752,-89.433881,"Misc",5.9512
1806,"Wind Lake",NA,"WI",2.1336,NA,"wi_dnr_nutrient",15.76785695,"Drainage","LAGOSNE",45.287943,-92.538825,"Misc",5.9989
1742,"Million Lake",NA,"MN",7.3,NA,"mn_mpca_chem",9.087262428,"Headwater","LAGOSNE",47.01155,-94.624172,"Misc",6.2521
2014,"Lena Lake",NA,"MN",10.1,NA,"mn_mpca_chem",18.26206419,"Isolated","LAGOSNE",46.03842,-92.477246,"Misc",2.691
78900,NA,NA,"ME",15.24,NA,NA,1.52481258,"Isolated","LAGOSNE",44.799654,-67.769508,"Misc",NA
2328,"Wyandock Lake",NA,"WI",14.3256,NA,"wi_dnr_nutrient",35.38068264,"Isolated","LAGOSNE",45.917301,-89.839351,"Misc",3.4245
889,"Milton Pond",NA,"VT",3.9624,NA,"vt_dwq_nutrient",12.05638405,"Drainage","LAGOSNE",44.634917,-73.06323,"Government",11.76
1981,NA,NA,"IN",10.7,NA,"in_clp_depths",16.99325055,"Drainage","LAGOSNE",38.648509,-85.946768,"Government",11.0454
112355,"Beaverdale Reservoir",NA,"PA",6.3,NA,NA,18.25013518,"Drainage","LAGOSNE",40.269673,-78.682286,"Misc",8.3516
1571,NA,NA,"WI",3.9624,NA,"wi_dnr_nutrient",1.689604933,"Isolated","LAGOSNE",45.205085,-91.401434,"Misc",NA
46577,"Grass Lake",NA,"MN",16.4592,NA,"mn_mpca_secchi",48.10533771,"Isolated","LAGOSNE",47.639492,-93.707274,"Citizen Monitoring",3.2015
12742,"Egg Lake",NA,"MN",1.2192,NA,"mn_mpca_secchi",45.35538392,"Drainage","LAGOSNE",47.483611,-93.960754,"Citizen Monitoring",0.1009
79798,"Blind Pete Lake",NA,"MN",6.096,NA,"mn_mpca_secchi",28.15934048,"Headwater","LAGOSNE",47.706558,-93.37873,"Citizen Monitoring",2.9155
112832,"Balloon Lake",NA,"MN",4.2672,NA,"mn_mpca_secchi",6.458788735,"Isolated","LAGOSNE",47.484338,-93.672111,"Citizen Monitoring",6.2617
6384,"Mud Lake",NA,"MI",2.7432,NA,"kendra cheruvelil-undocumented",4.586514104,"Drainage","LAGOSNE",45.395619,-84.901636,"Misc",2.9682
1429,"Bass Lake",NA,"WI",11.2776,NA,"wi_dnr_nutrient",19.30010736,"Headwater","LAGOSNE",45.768505,-88.320115,"Misc",2.7603
1331,"Spider Lake",NA,"WI",6.096,NA,"wi_dnr_nutrient",50.66351555,"DrainageLk","LAGOSNE",46.543198,-91.409964,"Misc",3.7792
2290,"Kate Pier Lake",NA,"WI",3.6576,NA,"wi_dnr_nutrient",13.4908262,"Headwater","LAGOSNE",45.760843,-89.465402,"Misc",5.6157
2375,NA,NA,"NJ",1.4,NA,"nj_dep_chem",8.418434998,"Drainage","LAGOSNE",39.669865,-74.322471,"Government",1.6704
1309,"Hart Lake",NA,"MN",16.8,NA,"mn_mpca_secchi",129.5721542,"Drainage","LAGOSNE",47.255738,-93.148622,"Citizen Monitoring",4.3837
7966,"Indian Lake",NA,"RI",2.7,NA,"ri_uriww_chem",108.2720175,"Headwater","LAGOSNE",41.480288,-71.468201,"Misc",3.046
3413,"Green Lake",NA,"WI",2.7432,NA,"wi_dnr_nutrient",20.23057992,"Isolated","LAGOSNE",45.953992,-91.332988,"Misc",4.416
2599,NA,NA,"WI",2.4384,NA,"wi_dnr_nutrient",6.700947997,"Drainage","LAGOSNE",45.643482,-91.609121,"Misc",3.3975
3532,"Shadow Lake",NA,"WI",2.1336,NA,"wi_dnr_nutrient",9.81802932,"Headwater","LAGOSNE",45.214277,-88.588528,"Misc",3.8321
3139,"Mecca Lake",NA,"NJ",2.4,NA,"nj_dep_chem",4.270175984,"Drainage","LAGOSNE",41.143921,-74.841134,"Government",4.173
3898,"Thirteen Lake",NA,"MN",2.1,NA,"mn_mpca_chem",24.54050086,"Isolated","LAGOSNE",46.125673,-93.065536,"Misc",1.8524
2634,"Allen Lake",NA,"IN",14.3,NA,"in_clp_depths",2.14321231,"Headwater","LAGOSNE",41.360805,-85.674774,"Government",NA
4002,"Lake Winnebago",NA,"WI",6.4008,NA,"wi_dnr_nutrient",53416.52036,"DrainageLk","LAGOSNE",44.009994,-88.412706,"Misc",2.6239
2825,"Saganaga Lake",NA,"MN",85.344,NA,"mn_mpca_secchi",2858.941717,"DrainageLk","LAGOSNE",48.206271,-90.922733,"Citizen Monitoring",6.0376
3142,"Antler Lake",NA,"MN",27.4,NA,"mn_mpca_secchi",91.1787003,"Drainage","LAGOSNE",47.628357,-93.449932,"Citizen Monitoring",5.5737
3743,"Ima Lake",NA,"MN",35.4,NA,"mn_mpca_secchi",302.879973,"DrainageLk","LAGOSNE",48.016909,-91.274964,"Citizen Monitoring",5.1897
112824,"Steep Lake",NA,"MN",12.192,NA,"mn_mpca_secchi",40.42394611,"Drainage","LAGOSNE",48.306368,-92.237362,"Citizen Monitoring",9.8947
2891,"Kego Lake",NA,"MN",6.1,NA,"mn_mpca_chem",117.0348775,"Drainage","LAGOSNE",46.769728,-94.084473,"Misc",4.4425
3671,"Bass Lake",NA,"MN",16.8,NA,"mn_mpca_secchi",78.06034055,"Headwater","LAGOSNE",46.9082,-93.958593,"Citizen Monitoring",5.4351
112900,NA,NA,"MO",12.3,NA,NA,61.34853856,"Drainage","LAGOSNE",37.665575,-94.413639,"Misc",2.8735
6374,"Big Long Lake",NA,"MI",10.7,NA,"pasdbase",22.23635009,"Drainage","LAGOSNE",44.004285,-85.297238,"Misc",5.04
6371,"Emerald Lake",NA,"MI",14.9,NA,"pasdbase",30.867167,"Drainage","LAGOSNE",43.461268,-85.792558,"Misc",9.3514
3885,"Sugar Lake",NA,"WI",6.096,NA,"wi_dnr_nutrient",13.93180428,"Headwater","LAGOSNE",45.333939,-91.465619,"Misc",6.194
12401,"Second Lake",NA,"MN",2.1,NA,NA,6.797089842,"Isolated","LAGOSNE",46.713138,-92.496634,"Misc",0.8423
3558,"Lost Lake",NA,"WI",7.62,NA,"wi_dnr_nutrient",10.70174879,"Isolated","LAGOSNE",46.534863,-91.380771,"Misc",6.5805
2475,"Lake Adelaide",NA,"WI",21.0312,NA,"wi_dnr_nutrient",23.17893208,"Isolated","LAGOSNE",46.247396,-89.899534,"Misc",4.4875
4204,"Lake Montello",NA,"WI",5.1816,NA,"wi_dnr_nutrient",138.0179713,"DrainageLk","LAGOSNE",43.804825,-89.339268,"Misc",2.2332
79827,"Marceline Old Reservoir",NA,"MO",7.4,NA,NA,27.40274139,"Drainage","LAGOSNE",39.728193,-92.919545,"Misc",4.4863
2879,"Lee Lake 20",NA,"WI",3.3528,NA,"wi_dnr_nutrient",21.42418017,"Drainage","LAGOSNE",43.52431,-90.204382,"Misc",4.9421
3866,"Pleasant Hill Lake",NA,"OH",12.07,NA,"oh_odw_chem",315.3324436,"DrainageLk","LAGOSNE",40.637415,-82.347333,"Misc",8.6009
46662,"Watkins Mill Lake",NA,"MO",16,NA,NA,35.27191578,"Drainage","LAGOSNE",39.398397,-94.2606,"Misc",6.0334
12538,NA,NA,"MI",4,NA,"kendra cheruvelil-undocumented",4.932439954,"Isolated","LAGOSNE",43.852649,-84.772605,"Misc",2.5985
2633,"Greenwood Pond",NA,"NJ",2.9,NA,"nj_dep_chem",3.00102219,"Headwater","LAGOSNE",41.056369,-74.482237,"Government",NA
4017,"West Meadow Brook Pond",NA,"MA",1.5,NA,"ma_dep_chem",55.34396166,"Drainage","LAGOSNE",42.041605,-71.039195,"Government",0.9761
112529,"Crooked Lake",NA,"MN",12.8016,NA,"mn_mpca_secchi",66.57673479,"Isolated","LAGOSNE",45.864363,-95.563973,"Citizen Monitoring",5.1644
79778,"Bass Lake",NA,"MN",13.716,NA,"mn_mpca_secchi",26.18854031,"Headwater","LAGOSNE",47.67633,-93.484409,"Citizen Monitoring",2.9331
3001,"Fat Lake",NA,"MN",15.2,NA,"mn_mpca_chem",43.77554808,"Headwater","LAGOSNE",48.291237,-92.228486,"Misc",6.5548
3707,"Wolf Lake",NA,"MN",9.4,NA,"mn_mpca_chem",58.32828363,"Headwater","LAGOSNE",46.850347,-93.162877,"Misc",1.0135
4106,NA,NA,"MA",1.5,NA,"ma_dep_chem",1.546964653,"Drainage","LAGOSNE",41.641825,-70.331062,"Government",NA
46117,"Beaver Run Reservoir",NA,"PA",13.4,NA,NA,407.1146689,"DrainageLk","LAGOSNE",40.481756,-79.564242,"Misc",11.19
962,"Headquarters Lake",NA,"WI",2.1336,NA,"wi_dnr_nutrient",16.34227744,"Headwater","LAGOSNE",45.601463,-87.959974,"Misc",2.9854
113873,"Noblett Lake",NA,"MO",9.2,NA,NA,11.0560129,"Drainage","LAGOSNE",36.909219,-92.098345,"Misc",16.1505
1665,NA,NA,"MI",8.8392,NA,"kendra cheruvelil-undocumented",241.9771205,"Headwater","LAGOSNE",42.386933,-84.784832,"Misc",2.7016
936,NA,NA,"IN",6.7,NA,"in_clp_depths",16.18187742,"Drainage","LAGOSNE",39.765141,-85.538093,"Government",4.6802
13302,"Mount Hope Lake",NA,"NJ",2.5,NA,NA,54.05777183,"DrainageLk","LAGOSNE",40.927507,-74.534394,"Misc",4.7169
6345,"Posey Lake",NA,"MI",13.7,NA,"pasdbase",57.59607905,"Drainage","LAGOSNE",41.89738,-84.301729,"Misc",1.9487
1925,"Beauty Lake",NA,"MN",9.8,NA,"mn_mpca_secchi",88.45216831,"Isolated","LAGOSNE",47.226244,-93.08117,"Citizen Monitoring",2.9969
1393,"Kenney Lake",NA,"MN",16.8,NA,"mn_mpca_secchi",42.60151558,"DrainageLk","LAGOSNE",46.323875,-93.848855,"Citizen Monitoring",4.0333
113430,"Moore Lake",NA,"MN",18.3,NA,"mn_mpca_secchi",37.79413034,"DrainageLk","LAGOSNE",47.43729,-93.575348,"Citizen Monitoring",7.2376
976,"Squaw Lake",NA,"WI",6.4008,NA,"wi_dnr_nutrient",297.9104624,"DrainageLk","LAGOSNE",45.883502,-89.994542,"Misc",3.019
606,NA,NA,"MN",9.1,NA,"mn_mpca_chem",5.079328176,"Drainage","LAGOSNE",48.203158,-92.384125,"Misc",5.0356
6192,"Spring Fork Lake",NA,"MO",12.9,NA,NA,52.07368393,"Drainage","LAGOSNE",38.562908,-93.243742,"Misc",3.6265
79969,"Flax Pond",NA,"MA",22.5,NA,NA,18.98242807,"Isolated","LAGOSNE",41.766753,-70.026595,"Misc",8.4836
543,"Atwood Lake",NA,"OH",10.09,NA,"oh_odw_chem",613.0539251,"Drainage","LAGOSNE",40.544302,-81.242172,"Misc",6.5547
496,"Kiser Lake",NA,"OH",4.08,NA,"oh_odw_chem",156.616708,"Drainage","LAGOSNE",40.18835,-83.965623,"Misc",7.0197
112983,"Dooley Pond",NA,"CT",4.6,NA,"ct_deep_chem_grant_program",6.168299176,"Drainage","LAGOSNE",41.511676,-72.668137,"Misc",6.4815
1008,"Moss Mill Lake",NA,"NJ",1.1,NA,"nj_dep_chem",9.704510376,"DrainageLk","LAGOSNE",39.502205,-74.511826,"Government",1.5957
1743,"Stateline Lake",NA,"MI",20.4216,NA,"wi_dnr_nutrient",83.20316373,"Drainage","LAGOSNE",46.25927,-89.712535,"Misc",7.0608
703,"East Bearskin Lake",NA,"MN",18.3,NA,"mn_mpca_secchi",240.0596559,"DrainageLk","LAGOSNE",48.042766,-90.36234,"Citizen Monitoring",11.9338
1092,"Rock Lake",NA,"MN",4,NA,"mn_mpca_secchi",134.9814519,"DrainageLk","LAGOSNE",46.630585,-93.386758,"Citizen Monitoring",2.071
1716,"Rabbit Lake",NA,"MN",27.4,NA,"mn_mpca_secchi",47.40154253,"Drainage","LAGOSNE",48.160981,-91.086958,"Citizen Monitoring",10.8587
47278,"Hamlet Lake",NA,"MN",26.8224,NA,"mn_mpca_secchi",118.1752633,"Headwater","LAGOSNE",46.446163,-93.861073,"Citizen Monitoring",4.3913
47622,"Hazel Lake",NA,"MN",2.1336,NA,"mn_mpca_secchi",38.98715393,"DrainageLk","LAGOSNE",47.8834,-91.044277,"Citizen Monitoring",2.4253
883,"Little Pine Lake",NA,"WI",9.7536,NA,"wi_dnr_nutrient",7.179351344,"Isolated","LAGOSNE",46.254584,-90.131199,"Misc",3.9945
47453,"New Lake",NA,"MO",9.2,NA,NA,13.94370139,"Isolated","LAGOSNE",39.74636,-92.237794,"Misc",3.0946
2923,"Mud Lake",NA,"WI",1.8288,NA,"wi_dnr_nutrient",32.80097319,"Isolated","LAGOSNE",46.313456,-91.564942,"Misc",4.3165
1575,"Rinehart Lake",NA,"WI",7.62,NA,"wi_dnr_nutrient",17.35572523,"Headwater","LAGOSNE",44.51886,-89.268744,"Misc",5.2115
